File,WordFreq,Fit type,R,Rmin,Rmax,dprime,dmin,dmax,AUROC
../data/3gjgXV5oRLIHsS9R4idI_responses.xlsx,LoFreq,Conf,0,6.60E-05,0.116481435,0,3.13E-05,0.123632315,0.499968329
../data/3gjgXV5oRLIHsS9R4idI_responses.xlsx,HiFreq,Conf,0,6.60E-05,0.157487775,0,3.13E-05,0.168868569,0.499968329
../data/3PwxlD6Y7RDPN1Ctf82w_responses.xlsx,AllFreq,Conf,0.175861174,4.07E-05,0.383565568,0.708704013,0.235545842,1.131208318,0.745915302
../data/3PwxlD6Y7RDPN1Ctf82w_responses.xlsx,LoFreq,Conf,0.467628423,4.07E-05,0.677189354,0.553793875,8.15E-05,1.344684619,0.814802183
../data/3PwxlD6Y7RDPN1Ctf82w_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.18741791,0.644860932,0.24860349,0.919157497,0.675682069
../data/3U0or9D0yXooHchaEbQ4_responses.xlsx,AllFreq,Conf,0.39686505,0.114294135,0.503469832,0.837471974,0.419253389,1.381617959,0.832840506
../data/3U0or9D0yXooHchaEbQ4_responses.xlsx,LoFreq,Conf,0.548491077,4.07E-05,0.697367065,1.240356407,0.578266444,2.123326417,0.913747622
../data/3U0or9D0yXooHchaEbQ4_responses.xlsx,HiFreq,Conf,0.238894752,0.023148052,0.375662656,0.607746897,0.093692795,1.085720177,0.745914042
../data/42EdqEDitqM3OH15Uyya_responses.xlsx,AllFreq,Conf,0,4.58E-05,0.044163089,0,3.13E-05,0.178990356,0.499968329
../data/42EdqEDitqM3OH15Uyya_responses.xlsx,LoFreq,Conf,0,6.60E-05,0.044190177,0,3.13E-05,0.090090334,0.499968329
../data/42EdqEDitqM3OH15Uyya_responses.xlsx,HiFreq,Conf,0,4.58E-05,0.082900275,0.266774725,0.006325768,0.52915211,0.574756629
../data/4gycIiueXXKkAQ0sPtji_responses.xlsx,AllFreq,Conf,0,4.07E-05,0.197212909,0.591580471,0.229337718,0.813301056,0.662033932
../data/4gycIiueXXKkAQ0sPtji_responses.xlsx,LoFreq,Conf,0.268265915,4.07E-05,0.473189199,0.280551281,8.14E-05,0.835958759,0.691604872
../data/4gycIiueXXKkAQ0sPtji_responses.xlsx,HiFreq,Conf,0,4.58E-05,0.077306335,0.492740994,0.215622495,0.773059917,0.636150641
../data/4o9gKp3jnoFy8J2pmGVh_responses.xlsx,AllFreq,Conf,0,4.07E-05,0.904640795,2.505323412,8.14E-05,2.764056463,0.958759729
../data/4o9gKp3jnoFy8J2pmGVh_responses.xlsx,LoFreq,Conf,0,4.07E-05,0.893327595,2.332685261,8.18E-05,2.635506871,0.948172094
../data/4o9gKp3jnoFy8J2pmGVh_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.955340619,2.725597946,8.16E-05,3.082760114,0.968848505
../data/4SeUCr4ST8Oa40LiOKxd_responses.xlsx,AllFreq,Conf,0.189721617,4.07E-05,0.309204627,0,3.13E-05,0.368679102,0.594823128
../data/4SeUCr4ST8Oa40LiOKxd_responses.xlsx,LoFreq,Conf,0.10414444,4.08E-05,0.259505409,0,3.13E-05,0.377800459,0.55203725
../data/4SeUCr4ST8Oa40LiOKxd_responses.xlsx,HiFreq,Conf,0.266054185,4.07E-05,0.440415176,0.038261534,3.13E-05,0.546317836,0.640905779
../data/5hEVrS5OUJ37PXjM2jVj_responses.xlsx,AllFreq,Conf,0.046183318,6.12E-05,0.349200674,0,3.13E-05,0.197239728,0.523058525
../data/5hEVrS5OUJ37PXjM2jVj_responses.xlsx,LoFreq,Conf,0.229115396,4.07E-05,0.548418032,0,3.13E-05,0.34411026,0.61451877
../data/5hEVrS5OUJ37PXjM2jVj_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.291623008,0,3.13E-05,0.172093965,0.499968329
../data/5jcUEO9WFjMe4oUaPfCM_responses.xlsx,AllFreq,Conf,0,4.58E-05,0.054210776,0,3.13E-05,0.19110313,0.499968329
../data/5jcUEO9WFjMe4oUaPfCM_responses.xlsx,LoFreq,Conf,0,6.60E-05,0.047480252,0,3.13E-05,0.190991393,0.499968329
../data/5jcUEO9WFjMe4oUaPfCM_responses.xlsx,HiFreq,Conf,0,4.58E-05,0.116242553,0.031436312,3.13E-05,0.298451395,0.508833447
../data/5KsLDbBTCb9P7hFB9xVx_responses.xlsx,AllFreq,Conf,0.237106137,0.045943379,0.343777043,0.085981558,8.15E-05,0.495110051,0.637001423
../data/5KsLDbBTCb9P7hFB9xVx_responses.xlsx,LoFreq,Conf,0.373169402,4.07E-05,0.595419115,0.538196996,8.16E-05,1.17390194,0.779404582
../data/5KsLDbBTCb9P7hFB9xVx_responses.xlsx,HiFreq,Conf,0.031884284,4.14E-05,0.127366272,0,3.13E-05,0.23456064,0.515909461
../data/665rTvPXsHfxTWQva0Td_responses.xlsx,AllFreq,Conf,0.174026296,0.047680216,0.262317259,0.550874285,8.14E-05,1.075860239,0.712095593
../data/665rTvPXsHfxTWQva0Td_responses.xlsx,LoFreq,Conf,0.278124875,0.11529736,0.405821247,0.505516518,8.14E-05,1.231125258,0.739761252
../data/665rTvPXsHfxTWQva0Td_responses.xlsx,HiFreq,Conf,0.091490576,4.07E-05,0.189348068,0.484766677,8.14E-05,1.133945537,0.667506596
../data/6hMH5A4co701o6YQqvxh_responses.xlsx,AllFreq,Conf,0,4.07E-05,0.151703965,0.022893168,3.13E-05,0.236130812,0.506424522
../data/6hMH5A4co701o6YQqvxh_responses.xlsx,LoFreq,Conf,0,4.58E-05,0.089770986,0,3.13E-05,0.132521764,0.499968329
../data/6hMH5A4co701o6YQqvxh_responses.xlsx,HiFreq,Conf,0,4.08E-05,0.363125765,0.245887154,8.14E-05,0.517210946,0.568962718
../data/7ND4KAS1RxhJDpUwDTwU_responses.xlsx,AllFreq,Conf,0,4.07E-05,0.484017919,0.303816597,8.14E-05,0.594150995,0.584990846
../data/7ND4KAS1RxhJDpUwDTwU_responses.xlsx,LoFreq,Conf,0,4.07E-05,0.500026484,0.214632279,3.13E-05,0.569574323,0.560265441
../data/7ND4KAS1RxhJDpUwDTwU_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.613933907,0.397005053,8.14E-05,0.777575284,0.610467403
../data/7xvrlhTGaMaefbV3JmYm_responses.xlsx,AllFreq,Conf,0,4.07E-05,0.430824982,1.000186696,0.282174306,1.203103184,0.760058231
../data/7xvrlhTGaMaefbV3JmYm_responses.xlsx,LoFreq,Conf,0.381234358,4.08E-05,0.652829569,0.640412606,8.14E-05,1.360878305,0.798576082
../data/7xvrlhTGaMaefbV3JmYm_responses.xlsx,HiFreq,Conf,0,4.18E-05,0.327871337,0.864691061,0.317901075,1.110869762,0.72936206
../data/8080qLaYPMjGX1vGUvI4_responses.xlsx,AllFreq,Conf,0.042042439,4.08E-05,0.18295461,0,3.13E-05,0.212669495,0.520988217
../data/8080qLaYPMjGX1vGUvI4_responses.xlsx,LoFreq,Conf,0,7.01E-05,0.123900613,0,3.13E-05,0.13155429,0.499968329
../data/8080qLaYPMjGX1vGUvI4_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.315604756,0.209788786,3.13E-05,0.454339072,0.558914907
../data/86SWdPFJX1UrRk3KXIhK_responses.xlsx,AllFreq,Conf,0.150005559,4.07E-05,0.3344804,1.014866052,0.575209931,1.432853037,0.798739823
../data/86SWdPFJX1UrRk3KXIhK_responses.xlsx,LoFreq,Conf,0.190922151,4.07E-05,0.460967148,1.257383819,0.641359074,1.757847662,0.84834952
../data/86SWdPFJX1UrRk3KXIhK_responses.xlsx,HiFreq,Conf,0.110593406,4.07E-05,0.304317655,0.79086011,0.270268948,1.230588148,0.743689566
../data/8Oo65iouDr7MttFr8eU9_responses.xlsx,AllFreq,Conf,0.141704893,4.07E-05,0.234236863,0.799966883,0.483619617,1.159334784,0.75452927
../data/8Oo65iouDr7MttFr8eU9_responses.xlsx,LoFreq,Conf,0.299804652,0.072268546,0.464714886,0.8855287,0.381878749,1.350831918,0.813836655
../data/8Oo65iouDr7MttFr8eU9_responses.xlsx,HiFreq,Conf,0,6.60E-05,0.048685382,0.713198657,0.368716695,1.065818527,0.692842844
../data/90DNbHPl7P8OyednEqux_responses.xlsx,AllFreq,Conf,0.20964084,4.07E-05,0.523493729,1.263153865,0.700925908,1.662858599,0.852710327
../data/90DNbHPl7P8OyednEqux_responses.xlsx,LoFreq,Conf,0.165071186,4.07E-05,0.484242283,0.926626523,0.244260642,1.355683146,0.785919863
../data/90DNbHPl7P8OyednEqux_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.646943036,1.969985572,1.10812382,2.299532958,0.916903739
../data/9h0L5vT6bf7msMH7rpBb_responses.xlsx,AllFreq,Conf,0.462364248,0.139224315,0.588791724,0.042826523,8.14E-05,0.590681642,0.737628346
../data/9h0L5vT6bf7msMH7rpBb_responses.xlsx,LoFreq,Conf,0.343981335,4.07E-05,0.516916804,0.028685887,8.14E-05,0.652631779,0.677254998
../data/9h0L5vT6bf7msMH7rpBb_responses.xlsx,HiFreq,Conf,0.581373936,0.125417722,0.73181582,0.062242784,8.15E-05,0.854780481,0.797982742
../data/9MPVq5xRrEEViGom5moa_responses.xlsx,AllFreq,Conf,0.417421756,4.07E-05,0.614254806,0.69906822,0.168272697,1.294261676,0.81895151
../data/9MPVq5xRrEEViGom5moa_responses.xlsx,LoFreq,Conf,0.625725109,0.006416397,0.813898299,0.618777931,8.14E-05,1.517965766,0.87605075
../data/9MPVq5xRrEEViGom5moa_responses.xlsx,HiFreq,Conf,0.210054246,4.07E-05,0.497594842,0.734001665,0.14352128,1.217097755,0.761394314
../data/9NKjDpjUgYbaskMUxY0E_responses.xlsx,AllFreq,Conf,0.338554568,4.07E-05,0.535202581,0.507358337,8.15E-05,1.122949943,0.761860028
../data/9NKjDpjUgYbaskMUxY0E_responses.xlsx,LoFreq,Conf,0.282885498,4.07E-05,0.449496704,0.206356359,8.14E-05,0.863162968,0.682985297
../data/9NKjDpjUgYbaskMUxY0E_responses.xlsx,HiFreq,Conf,0.317359065,4.07E-05,0.664470827,0.99222676,0.030972265,1.58107913,0.834938387
../data/9PM1e0t89EI4lSHm1mau_responses.xlsx,AllFreq,Conf,0.159382323,0.036343606,0.2589069,0.108951136,8.15E-05,0.503573592,0.605457813
../data/9PM1e0t89EI4lSHm1mau_responses.xlsx,LoFreq,Conf,0.315096314,4.07E-05,0.521258982,0.801828589,0.146341487,1.415966279,0.804391484
../data/9PM1e0t89EI4lSHm1mau_responses.xlsx,HiFreq,Conf,0,6.60E-05,0.028363552,0,3.13E-05,0.124823533,0.499968329
../data/9rpiFGFvclamDrbyalHn_responses.xlsx,AllFreq,Conf,0.132180666,4.07E-05,0.586672927,0.32111588,8.14E-05,0.739413278,0.643967777
../data/9rpiFGFvclamDrbyalHn_responses.xlsx,LoFreq,Conf,0,4.07E-05,0.608035641,0.632628171,8.14E-05,1.097590178,0.672568691
../data/9rpiFGFvclamDrbyalHn_responses.xlsx,HiFreq,Conf,0.328505132,4.07E-05,0.606065348,0,3.13E-05,0.606816453,0.664210491
../data/9wMxnd2HhYrD63Ni7y9R_responses.xlsx,AllFreq,Conf,0.108203173,4.07E-05,0.32995966,0.136714973,3.13E-05,0.46156185,0.588396899
../data/9wMxnd2HhYrD63Ni7y9R_responses.xlsx,LoFreq,Conf,0,4.07E-05,0.406628467,0.388793962,8.14E-05,0.650630055,0.608239971
../data/9wMxnd2HhYrD63Ni7y9R_responses.xlsx,HiFreq,Conf,0.133836044,4.07E-05,0.309881828,0,3.13E-05,0.380676305,0.566882112
../data/a0mGaLjGavE4oQHYsCUv_responses.xlsx,AllFreq,Conf,0.476775668,0.264793388,0.560737496,1.006421524,0.256156932,1.735557065,0.875056854
../data/a0mGaLjGavE4oQHYsCUv_responses.xlsx,LoFreq,Conf,0.490191431,0.22881668,0.60649186,1.003186634,8.14E-05,1.871137992,0.877894309
../data/a0mGaLjGavE4oQHYsCUv_responses.xlsx,HiFreq,Conf,0.463690731,0.091648947,0.572847001,1.011117231,0.005139864,2.016532285,0.87248699
../data/a6d5HiN2MT67uLxuw77D_responses.xlsx,AllFreq,Conf,0,4.58E-05,0.048152899,0,3.13E-05,0.158280097,0.499968329
../data/a6d5HiN2MT67uLxuw77D_responses.xlsx,LoFreq,Conf,0,6.60E-05,0.036233194,0,3.13E-05,0.115335977,0.499968329
../data/a6d5HiN2MT67uLxuw77D_responses.xlsx,HiFreq,Conf,0.012748793,4.58E-05,0.136146213,0.077720272,3.13E-05,0.375210288,0.527970839
../data/a7UHvqavy3wNbVwTLSPW_responses.xlsx,AllFreq,Conf,0.212532582,4.07E-05,0.399951639,0.725801501,0.328876585,1.151061219,0.760550196
../data/a7UHvqavy3wNbVwTLSPW_responses.xlsx,LoFreq,Conf,0.465045271,0.016282784,0.677324949,0.65404774,8.14E-05,1.318939173,0.827691801
../data/a7UHvqavy3wNbVwTLSPW_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.203590281,0.715828467,0.326773351,1.008873598,0.693495119
../data/a9myavWihbGPimDfeBuw_responses.xlsx,AllFreq,Conf,0.435072941,0.212836897,0.543960064,0.960603793,0.386351551,1.534629016,0.85940368
../data/a9myavWihbGPimDfeBuw_responses.xlsx,LoFreq,Conf,0.436494565,0.173328788,0.583039375,0.882293615,0.053888735,1.599487968,0.84971955
../data/a9myavWihbGPimDfeBuw_responses.xlsx,HiFreq,Conf,0.43716849,0.113170669,0.588191067,1.02747881,0.220050262,1.766863937,0.868189153
../data/ACgyhnxLa8BwQEp0jqg4_responses.xlsx,AllFreq,Conf,0.07211723,4.07E-05,0.461210983,0.523006571,8.14E-05,0.810966277,0.669805213
../data/ACgyhnxLa8BwQEp0jqg4_responses.xlsx,LoFreq,Conf,0.335089007,4.07E-05,0.500012621,0,3.13E-05,0.575278956,0.66750222
../data/ACgyhnxLa8BwQEp0jqg4_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.347006361,0.838845593,0.412677016,1.149798001,0.723289326
../data/aFdlob7xQe0Nkoo5bIM0_responses.xlsx,AllFreq,Conf,0.092429246,4.07E-05,0.304823665,0.833613261,0.39469061,1.158699143,0.747726159
../data/aFdlob7xQe0Nkoo5bIM0_responses.xlsx,LoFreq,Conf,0.26981312,4.07E-05,0.509206471,0.74748662,0.073223073,1.322331836,0.781851551
../data/aFdlob7xQe0Nkoo5bIM0_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.213851714,0.784493035,0.347213192,1.048666948,0.710302581
../data/aFWuMmWP6ingJtdOPLps_responses.xlsx,AllFreq,Conf,0.025865448,4.09E-05,0.098264064,0.110459943,8.16E-05,0.411467961,0.543215504
../data/aFWuMmWP6ingJtdOPLps_responses.xlsx,LoFreq,Conf,0,6.60E-05,0.046754026,0,3.13E-05,0.269724597,0.499968329
../data/aFWuMmWP6ingJtdOPLps_responses.xlsx,HiFreq,Conf,0.067261136,4.07E-05,0.202893689,0.230627652,8.14E-05,0.634907706,0.593993057
../data/aJcrJ8M1IchvYCFKj7lp_responses.xlsx,AllFreq,Conf,0.039844794,5.80E-05,0.18444355,0,3.13E-05,0.193698051,0.519889464
../data/aJcrJ8M1IchvYCFKj7lp_responses.xlsx,LoFreq,Conf,0,4.07E-05,0.084037466,0,3.13E-05,0.093108373,0.499968329
../data/aJcrJ8M1IchvYCFKj7lp_responses.xlsx,HiFreq,Conf,0.244061771,4.07E-05,0.409770477,0,3.13E-05,0.487076874,0.621991484
../data/Ak2Wvv4oJPUi339vLe63_responses.xlsx,AllFreq,Conf,0.335826238,0.14618926,0.471452474,0.552304893,0.186629952,0.915721118,0.768720279
../data/Ak2Wvv4oJPUi339vLe63_responses.xlsx,LoFreq,Conf,0.415470458,0.261800255,0.533968652,0,3.13E-05,0.415043354,0.707690399
../data/Ak2Wvv4oJPUi339vLe63_responses.xlsx,HiFreq,Conf,0.106717368,5.34E-05,0.389939033,1.381623075,0.873970562,1.83193478,0.85276951
../data/aknEH1A6P6TPkt4UtWP4_responses.xlsx,AllFreq,Conf,0.049131279,4.07E-05,0.196257025,0.169431907,3.13E-05,0.446944857,0.569858502
../data/aknEH1A6P6TPkt4UtWP4_responses.xlsx,LoFreq,Conf,0.161695668,4.07E-05,0.385901942,0.293537681,8.15E-05,0.739454207,0.649707759
../data/aknEH1A6P6TPkt4UtWP4_responses.xlsx,HiFreq,Conf,0,6.60E-05,0.080052887,0,3.13E-05,0.223744182,0.499968329
../data/aM3Kw1D888nylpTvov6u_responses.xlsx,AllFreq,Conf,0.01279145,4.58E-05,0.07999115,0.017677484,3.13E-05,0.257226963,0.51128527
../data/aM3Kw1D888nylpTvov6u_responses.xlsx,LoFreq,Conf,0,4.58E-05,0.095761744,0.135554678,8.14E-05,0.401807171,0.538138711
../data/aM3Kw1D888nylpTvov6u_responses.xlsx,HiFreq,Conf,0.016307865,6.60E-05,0.102845556,0,3.13E-05,0.216352479,0.508121745
../data/APb1yHY02MDw6uIMXsGP_responses.xlsx,AllFreq,Conf,0,5.23E-05,0.179458873,0.010848397,3.13E-05,0.208548505,0.503027841
../data/APb1yHY02MDw6uIMXsGP_responses.xlsx,LoFreq,Conf,0,5.02E-05,0.109055505,0,3.13E-05,0.109449296,0.499968329
../data/APb1yHY02MDw6uIMXsGP_responses.xlsx,HiFreq,Conf,0,4.07E-05,0.355008541,0.257633001,8.14E-05,0.512541813,0.57222277
../data/aq479F2OiHvxdVs3uE1d_responses.xlsx,AllFreq,Conf,0.262241045,0.044279487,0.37913811,0.115071007,8.15E-05,0.579219408,0.654995638
../data/aq479F2OiHvxdVs3uE1d_responses.xlsx,LoFreq,Conf,0.17402807,4.07E-05,0.607027198,1.38372652,0.561253517,1.846972781,0.864130413
../data/aq479F2OiHvxdVs3uE1d_responses.xlsx,HiFreq,Conf,0,6.60E-05,0.071248371,0,3.13E-05,0.137846634,0.499968329
../data/aTLctsSSDxDNOxjny6hM_responses.xlsx,AllFreq,Conf,0.204297273,4.07E-05,0.866750407,2.903649585,1.569654278,3.368166811,0.978649999
../data/aTLctsSSDxDNOxjny6hM_responses.xlsx,LoFreq,Conf,0.581918495,4.07E-05,0.944411576,2.447760412,8.15E-05,3.359614608,0.979798115
../data/aTLctsSSDxDNOxjny6hM_responses.xlsx,HiFreq,Conf,0,4.08E-05,0.878227009,3.091325882,1.558591219,3.553453142,0.978531212
../data/b1UDYv3vLQsRXOqb33ga_responses.xlsx,AllFreq,Conf,0.33491137,0.127720127,0.450597117,0,3.13E-05,0.309568536,0.667413407
../data/b1UDYv3vLQsRXOqb33ga_responses.xlsx,LoFreq,Conf,0.308427816,0.093147827,0.459434935,0,3.13E-05,0.287723063,0.654172468
../data/b1UDYv3vLQsRXOqb33ga_responses.xlsx,HiFreq,Conf,0.330362725,4.07E-05,0.509598403,0.064110609,3.13E-05,0.689348638,0.677242405
../data/BBhfuqXNkrBhghK87DsX_responses.xlsx,AllFreq,Conf,0.129178597,4.07E-05,0.255231893,0.696040894,0.255149623,1.133672683,0.728784261
../data/BBhfuqXNkrBhghK87DsX_responses.xlsx,LoFreq,Conf,0.131670143,4.07E-05,0.329019798,0.906724601,0.292771706,1.400500822,0.773420109
../data/BBhfuqXNkrBhghK87DsX_responses.xlsx,HiFreq,Conf,0.128578052,4.07E-05,0.280484078,0.483742934,8.14E-05,1.03695595,0.680838642
../data/BBQgWA4Em8oSWMLx6pD6_responses.xlsx,AllFreq,Conf,0.53543943,0.325165529,0.644431088,1.049319251,0.589865316,1.513122231,0.893335907
../data/BBQgWA4Em8oSWMLx6pD6_responses.xlsx,LoFreq,Conf,0.762860036,0.449885407,0.879974583,1.377212636,0.29220837,2.212497878,0.960390355
