"File","WordFreq","AUROCnofit","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","logL"
"../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","AllFreq",0.576837726354825,0.136170232780485,0.0389672780572094,0.231478171376966,0.431497996418893,0.110981277363182,0.728508962578435,0.671545637073905,-272.117959213744
"../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","LoFreq",0.718203224160334,0.177104697572959,4.06926344310025e-05,0.327340465910303,1.47060253526991,1.04984644959791,1.95593065186606,0.876676367802247,-169.372562055387
"../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","HiFreq",0.48148793180826,0.0517577019132442,0.00177981824197173,0.120275232535074,0,3.13384721580352e-05,0.157246823385689,0.52584554048417,-180.565166300376
"../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","AllFreq",0.507181417990068,0.13147499417329,5.99512779601024e-05,0.326150319026154,0,3.13384721580352e-05,0.325008765662475,0.565701661868843,-314.903953821505
"../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","LoFreq",0.425374078452023,0,6.60408543905442e-05,0.0731580552252213,0,3.13384721580352e-05,0.0729843435673976,0.499968328757859,-257.268338325003
"../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","HiFreq",0.695095561115522,0,4.0700879246932e-05,0.836705354529488,1.03841671803533,8.15265336038133e-05,1.42703294096717,0.768358379734764,-191.001702273424
"../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","AllFreq",0.598313278673231,0.200966333169245,4.07189103201411e-05,0.497583756629112,0.432815144432674,8.1424645085439e-05,0.835052353461576,0.696459519422206,-369.279532565235
"../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","LoFreq",0.661858357516394,0.532987997143983,4.07118920536059e-05,0.807500130359798,0.590887978485001,3.13384721580352e-05,1.43233116594748,0.842021182225835,-258.258294536835
"../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","HiFreq",0.552206098229362,0,4.06941861830284e-05,0.254751597177704,0.237417696603864,8.16058973436406e-05,0.489366114746152,0.566609070056529,-293.749152400912
"../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","AllFreq",0.631949399612949,0.468921641989298,0.403631605059641,0.534054455733405,0.363353584710446,8.14165980549618e-05,0.857564726339327,0.788229441257045,-269.622510300255
"../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","LoFreq",0.611329392570042,0.392905396698836,0.304510352822227,0.484823191500323,0.412664691078918,8.14320370918262e-05,1.0079691338646,0.766055369383594,-166.823598878006
"../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","HiFreq",0.653781258006347,0.54358202345259,0.451009191549183,0.632766396073653,0.301558825084791,8.14880270988181e-05,0.979854035753413,0.810257162796916,-167.273401438402
"../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","AllFreq",0.603853861631251,0.39064760285709,0.281356436372614,0.488437327609807,0.253329886210699,8.1531748284451e-05,0.686739822721563,0.738577339201129,-322.838822817338
"../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","LoFreq",0.622607529448487,0.455828468598889,0.295532800227339,0.585310940317018,0.324915134650288,8.15126733598619e-05,0.917317326897322,0.777286637711313,-218.306390234461
"../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","HiFreq",0.586156225349896,0.324880684771553,0.184577167139371,0.448878917869384,0.198731150013761,3.14670153391329e-05,0.720895910928357,0.700109323499419,-221.208482166065
"../data/DQKtnphD9xuu9nDWQ4QK_responses.xlsx","AllFreq",0.56929220684242,0.30926150465756,0.163339537428198,0.373880503367627,0,3.13384721580352e-05,0.566880156732183,0.654589286391001,-372.141732543343
