File,Task Condition,Fit type,R,Rmin,Rmax,dprime,dmin,dmax,AUROC,
../data/qc6aGXe8YMmHV9khFkMG_responses.xlsx,NA,NA,0.00,0.00,0.13,0.41,0.15,0.62,0.61,
../data/qdtS2YyU7NJ57w5Yarqb_responses.xlsx,NA,NA,0.22,0.00,0.36,0.83,0.43,1.26,0.78,
../data/QiMCA4ltqBfTaI4TnQ8T_responses.xlsx,NA,NA,0.23,0.00,0.36,0.00,0.00,0.37,0.62,
../data/qp3ekLuKrVAwKKoD8foi_responses.xlsx,NA,NA,0.21,0.00,0.43,1.02,0.36,1.55,0.81,
../data/QTMg4pTB05wI5r0UOg07_responses.xlsx,NA,NA,0.00,0.00,0.45,0.56,0.00,0.77,0.65,
../data/qYWdhLfoAG7dXx6DuqtW_responses.xlsx,NA,NA,0.00,0.00,0.17,1.17,0.83,1.41,0.80,
../data/QYX17jNRb4VvB6buMohJ_responses.xlsx,NA,NA,0.28,0.05,0.43,0.47,0.00,0.95,0.73,
../data/qYXNA9vDaHdVjPb17qlN_responses.xlsx,NA,NA,0.21,0.00,0.36,0.83,0.48,1.21,0.78,
../data/R2oJFjxMkh2gKbTM1LLR_responses.xlsx,NA,NA,0.25,0.15,0.35,0.20,0.00,0.52,0.67,
../data/R4DA5Hg1wWIDB1635kn0_responses.xlsx,NA,NA,0.27,0.00,0.46,0.64,0.17,1.12,0.76,
../data/R5GEFR6kDLPk399fLqTk_responses.xlsx,NA,NA,0.11,0.00,0.22,0.00,0.00,0.28,0.56,
../data/R8YYjJ0nYFiG4Dkk3V3l_responses.xlsx,NA,NA,0.00,0.00,0.09,0.02,0.00,0.22,0.51,
../data/rbmJtA4NYbLL39AVRmPL_responses.xlsx,NA,NA,0.18,0.00,0.28,0.85,0.45,1.27,0.78,
../data/rBYKUP3biY0QAMqPwa6k_responses.xlsx,NA,NA,0.00,0.00,0.09,0.00,0.00,0.17,0.50,
../data/Rct1FlvnL4GIEejWhILy_responses.xlsx,NA,NA,0.00,0.00,0.06,0.00,0.00,0.06,0.50,
../data/rMVoq5SUQkPgidDOX2WG_responses.xlsx,NA,NA,0.21,0.10,0.32,0.51,0.17,0.81,0.72,
../data/rqm1IgfsGPrc6Y8VyP4R_responses.xlsx,NA,NA,0.05,0.00,0.25,0.00,0.00,0.21,0.52,
../data/RrXbldE7FaT0c9Pkk8pG_responses.xlsx,NA,NA,0.00,0.00,0.24,0.24,0.00,0.46,0.57,
../data/Rs3nqxEpxlhx64v5Tgdn_responses.xlsx,NA,NA,0.36,0.29,0.43,0.01,0.00,0.88,0.68,
../data/RU6tkGoAJGqIX1tDmJ11_responses.xlsx,NA,NA,0.39,0.00,0.65,0.42,0.00,1.02,0.77,
../data/rVHWdWdg21Dy5X37q8Yv_responses.xlsx,NA,NA,0.55,0.00,0.65,0.00,0.00,0.92,0.78,
../data/Rvw45KKjpvs7NtpuLe5f_responses.xlsx,NA,NA,0.40,0.00,0.51,0.00,0.00,0.61,0.70,
../data/S71YIwRMOMlk7q7aiclh_responses.xlsx,NA,NA,0.09,0.02,0.17,0.16,0.00,0.55,0.59,
../data/S8WNKUTTCGRcc2uVaWVc_responses.xlsx,NA,NA,0.28,0.00,0.44,1.00,0.51,1.56,0.83,
../data/s9Mp2ePm7CrQu54SRPuv_responses.xlsx,NA,NA,0.52,0.30,0.65,0.38,0.00,0.91,0.81,
../data/s9xvqtm3mbesNQGC8rsJ_responses.xlsx,NA,NA,0.30,0.17,0.40,0.66,0.24,1.04,0.78,
../data/scwDdWtht1hO2MxlAb2G_responses.xlsx,NA,NA,0.18,0.09,0.26,0.56,0.17,0.92,0.71,
../data/scYkaP0rC6NPYK9BdraC_responses.xlsx,NA,NA,0.00,0.00,0.21,0.00,0.00,0.30,0.50,
../data/sdKXU6FRpjCGdB0cyMiO_responses.xlsx,NA,NA,0.27,0.07,0.38,0.85,0.49,1.24,0.80,
../data/SEj4ImIGMkDeb2yBLKJT_responses.xlsx,NA,NA,0.00,0.00,0.31,0.56,0.03,0.76,0.65,
../data/sftDP218kmWiYHRLEPU7_responses.xlsx,NA,NA,0.19,0.08,0.29,0.43,0.11,0.72,0.69,
../data/shnOvXbyFCbhEh0OIt1c_responses.xlsx,NA,NA,0.00,0.00,0.32,0.51,0.05,0.81,0.64,
../data/SmyRLfNxVQtv3TnP8w5c_responses.xlsx,NA,NA,0.36,0.24,0.45,0.27,0.00,0.69,0.73,
../data/SN3WUbSGDLpBPyUVPNsS_responses.xlsx,NA,NA,0.00,0.00,0.40,0.33,0.00,0.52,0.59,
../data/spgdyQgiRTttHkoOWap8_responses.xlsx,NA,NA,0.28,0.09,0.40,0.15,0.00,0.53,0.67,
../data/SyJmGD4Qk1YdY12uHycT_responses.xlsx,NA,NA,0.61,0.00,0.78,1.21,0.46,2.09,0.92,
../data/T4Lc2pHL9EH9pg4sY2Ct_responses.xlsx,NA,NA,0.03,0.00,0.15,0.00,0.00,0.13,0.51,
../data/tA2PPGP3I9WoOnQyj5Tq_responses.xlsx,NA,NA,0.30,0.23,0.36,0.64,0.20,1.09,0.77,
../data/TbIq4FVW3Yqh988o0xDJ_responses.xlsx,NA,NA,0.18,0.00,0.32,0.30,0.00,0.88,0.66,
../data/tBKJIF18NkQNL9smeLjf_responses.xlsx,NA,NA,0.63,0.00,0.73,0.02,0.00,1.01,0.82,
../data/tCX76C8sxaq2BHafjtIv_responses.xlsx,NA,NA,0.31,0.00,0.49,0.14,0.00,0.66,0.68,
../data/TgUYhRTddiN36birod88_responses.xlsx,NA,NA,0.08,0.00,0.27,0.11,0.00,0.41,0.57,
../data/ThkoRClBrXn8oA7hp95a_responses.xlsx,NA,NA,0.11,0.00,0.23,0.16,0.00,0.54,0.60,
../data/tIpNyNBVEV84oVsQ5Ork_responses.xlsx,NA,NA,0.24,0.00,0.53,0.51,0.00,0.96,0.72,
../data/tj3UUnuw7Y2T69iuMk1t_responses.xlsx,NA,NA,0.26,0.00,0.40,0.60,0.13,1.11,0.75,
../data/Tjm6534r6HakJnC5sk0E_responses.xlsx,NA,NA,0.00,0.00,0.95,3.81,0.94,4.00,0.98,
../data/tKvKGP4COH0bJ6xEG2XF_responses.xlsx,NA,NA,0.09,0.00,0.42,0.56,0.01,0.87,0.69,
../data/tLuStAeohsmbCclxrE8f_responses.xlsx,NA,NA,0.10,0.00,0.33,0.66,0.24,0.98,0.71,
../data/TPwDHn6xk39DfI0sP95I_responses.xlsx,NA,NA,0.24,0.05,0.34,0.71,0.36,1.09,0.77,
../data/TsjH2oDvbANf3hUpXfWV_responses.xlsx,NA,NA,0.08,0.00,0.21,0.00,0.00,0.28,0.54,
../data/TU3xBk82fYQNxdi0HUU6_responses.xlsx,NA,NA,0.06,0.00,0.13,0.52,0.27,0.78,0.66,
../data/tWAWWACnM8C55WcWMVyr_responses.xlsx,NA,NA,0.07,0.00,0.25,0.00,0.00,0.24,0.53,
../data/tXjHU6Tlfwm6sbkdbpND_responses.xlsx,NA,NA,0.06,0.00,0.13,0.00,0.00,0.35,0.53,
../data/u1I24m3v3qixyarBgr8M_responses.xlsx,NA,NA,0.00,0.00,0.07,0.00,0.00,0.19,0.50,
../data/u3iW3nir4B0IR8CR0ode_responses.xlsx,NA,NA,0.08,0.02,0.16,0.11,0.00,0.38,0.57,
../data/u8MAPKac0E0HQTqgxI8I_responses.xlsx,NA,NA,0.34,0.11,0.47,0.49,0.04,0.94,0.76,
../data/U9EAb2w2B71kbw3duyDO_responses.xlsx,NA,NA,0.13,0.00,0.28,0.09,0.00,0.44,0.59,
../data/uE8Vx0FQANiJLgPkWV5D_responses.xlsx,NA,NA,0.32,0.15,0.43,0.00,0.00,0.30,0.66,
../data/uoSCiUAEQ7bdSfudxpHU_responses.xlsx,NA,NA,0.14,0.00,0.26,0.51,0.16,0.89,0.69,
../data/UQTagLh9hm8gpn1pilEx_responses.xlsx,NA,NA,0.17,0.00,0.31,0.03,0.00,0.42,0.59,
../data/usKwVqlsbBrkbBI56vcl_responses.xlsx,NA,NA,0.00,0.00,0.18,0.25,0.00,0.46,0.57,
../data/UWVWNDM2VUUUOK1r0FAj_responses.xlsx,NA,NA,0.46,0.00,0.70,0.56,0.00,1.29,0.81,
../data/UXdFhdXS7c6n1mbPo55H_responses.xlsx,NA,NA,0.39,0.00,0.51,1.52,1.15,2.04,0.91,
../data/uXRaDJQTxvPqftarxajE_responses.xlsx,NA,NA,0.22,0.11,0.31,0.64,0.00,1.20,0.75,
../data/UYGETxIi2KFC671yteAT_responses.xlsx,NA,NA,0.00,0.00,0.26,1.29,0.98,1.54,0.82,
../data/v2DAxkJ9DrNxxMdrEgcL_responses.xlsx,NA,NA,0.32,0.09,0.46,0.33,0.00,0.77,0.72,
../data/Va3DKSw262QBcXk3Q8gT_responses.xlsx,NA,NA,0.43,0.00,0.54,0.00,0.00,0.72,0.71,
../data/VDJgef9T10CQYlGSteli_responses.xlsx,NA,NA,0.05,0.00,0.27,0.26,0.00,0.57,0.59,
../data/vduwI0sxkup0yEpVu7MI_responses.xlsx,NA,NA,0.02,0.00,0.16,0.05,0.00,0.28,0.52,
../data/vftJ9uoivugqTtm9pkgV_responses.xlsx,NA,NA,0.52,0.35,0.62,0.84,0.21,1.36,0.87,
../data/Vj7GOPMiaXha1AwjaGVE_responses.xlsx,NA,NA,0.59,0.00,0.70,2.56,2.01,3.37,0.98,
../data/vov0WP14j8bV65Um08Fk_responses.xlsx,NA,NA,0.00,0.00,0.10,0.00,0.00,0.11,0.50,
../data/VQ7edrtfKUTL6HwTB3mB_responses.xlsx,NA,NA,0.47,0.00,0.66,1.12,0.26,1.98,0.89,
../data/VR32QsoMOsnV9VwbMWc1_responses.xlsx,NA,NA,0.10,0.00,0.80,1.61,0.39,1.92,0.88,
../data/VrwHs4SrXXX93pGPJTcP_responses.xlsx,NA,NA,0.47,0.19,0.60,0.17,0.00,0.73,0.76,
../data/VSvMan4UTCS7Yhu6Pyal_responses.xlsx,NA,NA,0.38,0.00,0.49,1.35,0.95,2.00,0.89,
../data/W6S1fJrUia28cHcleqUG_responses.xlsx,NA,NA,0.84,0.00,0.91,4.00,1.16,4.00,0.98,
../data/W7JSi5rwb0XJ9fIArcYM_responses.xlsx,NA,NA,0.08,0.02,0.15,0.02,0.00,0.31,0.55,
../data/wBOwfk52FUpqIst0CXCM_responses.xlsx,NA,NA,0.00,0.00,0.34,0.32,0.00,0.51,0.59,
../data/WftaLTNIChyWE2WOvVBG_responses.xlsx,NA,NA,0.15,0.00,0.30,0.30,0.00,0.72,0.65,
../data/WGbdF8gIsIWqkBY3EHiB_responses.xlsx,NA,NA,0.18,0.05,0.28,0.60,0.29,0.90,0.72,
../data/wpFmGJyMvJXPSmwqoa8i_responses.xlsx,NA,NA,0.27,0.00,0.44,0.32,0.00,0.81,0.70,
../data/WrCc3AjdDjLp8d89oQXS_responses.xlsx,NA,NA,0.11,0.00,0.25,0.26,0.00,0.60,0.62,
../data/wRhqynXuCTsy1cbeeTHo_responses.xlsx,NA,NA,0.00,0.00,0.10,0.00,0.00,0.08,0.50,
../data/wWhc8kwutEpgoN8jPsJ9_responses.xlsx,NA,NA,0.00,0.00,0.34,0.41,0.00,0.62,0.61,
../data/x0TCfkETI2GUXGkQJ2Fp_responses.xlsx,NA,NA,0.14,0.00,0.39,0.70,0.14,1.09,0.73,
../data/x7wx2unDwh1a4lGBDfxs_responses.xlsx,NA,NA,0.00,0.00,0.10,0.01,0.00,0.22,0.50,
../data/xCp0T48eCHFnCiyP1bkU_responses.xlsx,NA,NA,0.73,0.64,0.79,0.00,0.00,0.67,0.87,
../data/XGdcELFHo4a3VHrTydc6_responses.xlsx,NA,NA,0.00,0.00,0.36,0.86,0.37,1.10,0.73,
../data/xjtSL8rE1INFgXmmCW6H_responses.xlsx,NA,NA,0.31,0.08,0.45,0.30,0.00,0.73,0.71,
../data/xv5SkMFpL3NNn5fcqTOL_responses.xlsx,NA,NA,0.06,0.00,0.19,0.52,0.18,0.84,0.67,
../data/y4wnaymqkaxJU4kudXrM_responses.xlsx,NA,NA,0.71,0.00,0.81,4.00,0.30,4.00,0.98,
../data/Y7fCuGwUSmiKQNI2cv3v_responses.xlsx,NA,NA,0.26,0.03,0.37,0.78,0.39,1.21,0.78,
../data/Y8xH7aHbW62k5VhEq5Wd_responses.xlsx,NA,NA,0.00,0.00,0.42,0.24,0.00,0.53,0.57,
../data/yAFP0tIMGn8OWNwcEE1q_responses.xlsx,NA,NA,0.12,0.00,0.24,0.15,0.00,0.60,0.60,
../data/yBx39cGei0nxtXOlVGVP_responses.xlsx,NA,NA,0.43,0.32,0.51,0.54,0.05,1.09,0.80,
../data/yCHJLNQk8VgvKkryAVpp_responses.xlsx,NA,NA,0.02,0.00,0.32,0.26,0.00,0.48,0.58,
../data/yeySjRDpegf6A34FEOqD_responses.xlsx,NA,NA,0.11,0.00,0.34,0.09,0.00,0.43,0.58,
../data/YF2iVh3DUpa7xnsQ9q9v_responses.xlsx,NA,NA,0.49,0.00,0.60,0.00,0.00,0.73,0.75,
../data/YfiRdT4N8QA2MYDBmtxJ_responses.xlsx,NA,NA,0.28,0.10,0.41,0.45,0.00,0.87,0.73,
../data/YGalL98umToGO0fANuif_responses.xlsx,NA,NA,0.12,0.00,0.25,0.72,0.39,1.08,0.73,
../data/YgN8FNnWCVt2X7xN4sm3_responses.xlsx,NA,NA,0.17,0.00,0.33,0.52,0.07,0.96,0.71,
../data/YiriMmgQyWoVwuXDsAu7_responses.xlsx,NA,NA,0.00,0.00,0.29,1.20,0.78,1.42,0.80,
../data/yIWYJ0R3fVoVkYww6A6r_responses.xlsx,NA,NA,0.19,0.00,0.32,0.48,0.08,0.92,0.70,
../data/YKoNqHRvsmBygbqNJXkG_responses.xlsx,NA,NA,0.04,0.00,0.25,0.25,0.00,0.51,0.59,
../data/yLtjtT66A069V6UKqWXk_responses.xlsx,NA,NA,0.40,0.24,0.52,0.73,0.36,1.08,0.82,
../data/YOJgUcayDbwfvVPHlEky_responses.xlsx,NA,NA,0.19,0.06,0.29,0.19,0.00,0.53,0.64,
../data/yoKHdBstVQbTeCta1MWo_responses.xlsx,NA,NA,0.18,0.00,0.28,0.00,0.00,0.43,0.59,
../data/yOT21Il3PSr3kCXq1INt_responses.xlsx,NA,NA,0.49,0.00,0.71,0.87,0.17,1.57,0.86,
../data/Yq6e9q9jISR4v3NaktCc_responses.xlsx,NA,NA,0.07,0.00,0.32,0.36,0.00,0.72,0.63,
../data/yqXFFVWODg3HBggOgWYH_responses.xlsx,NA,NA,0.00,0.00,0.39,0.58,0.14,0.81,0.66,
../data/YsYXAMjuc43iFquHYefx_responses.xlsx,NA,NA,0.01,0.00,0.22,0.00,0.00,0.26,0.51,
../data/YUyF5d3E2PGMiAmtMcPW_responses.xlsx,NA,NA,0.00,0.00,0.18,0.00,0.00,0.17,0.50,
../data/YWY6Qj3MSmk0QlldEBUU_responses.xlsx,NA,NA,0.23,0.00,0.38,0.00,0.00,0.45,0.62,
